url,change,changeDescription,multipleCompulsory,department,id,grade,class,name,credit,yearSemester,compulsory,restrict,select,selected,remaining,teacher,room,classTime,description,tags,english
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP103&Crsname=教育哲學,,,False,中學學程,STP103,0,不分班,"教育哲學
EDUCATIONAL PHILOSOPHY",2,期,False,50,1,45,5,張至慶,社SS 2006,"['', '', '', '89', '', '', '']","《講授類》
本課程為教育學程課程",[],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP104&Crsname=教學原理,,,False,中學學程,STP104,0,不分班,"教學原理
PRINCIPLES OF TEACHING",2,期,False,50,0,28,22,陳威霖,社SS 2005,"['', '', '', '67', '', '', '']","《講授類》
本課程為教育學程課程",[],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP105&Crsname=輔導原理與實務,,,False,中學學程,STP105,0,不分班,"輔導原理與實務
THEORY AND PRACTICE OF GUIDANCE",2,期,False,50,0,39,11,鄭雯,社SS 2001,"['', '34', '', '', '', '', '']","《講授類》
本課程為教育學程課程",[],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP117&Crsname=班級經營,,,False,中學學程,STP117,0,不分班,"班級經營
CLASSROOM MANAGEMENT",2,期,False,50,0,41,9,陳利銘,社SS 2001,"['', '12', '', '', '', '', '']","《講授類》
本課程為教育學程課程",[],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP118&Crsname=課程發展與設計,,,False,中學學程,STP118,0,不分班,"課程發展與設計
CURRICULUM DEVELOPMENT AND DESIGN",2,期,False,50,1,25,25,周珮儀,社SS 2006,"['', '67', '', '', '', '', '']","《講授類》
本課程為教育學程課程",['環境教育學程'],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP120&Crsname=青少年心理學,,,False,中學學程,STP120,0,不分班,"青少年心理學
ADOLESCENT PSYCHOLOGY",2,期,False,50,0,38,12,邱文彬,社SS 2001,"['34', '', '', '', '', '', '']","《講授類》
本課程為教育學程課程",[],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP123&Crsname=教學媒體與運用,異動,更換時間及教室8/17,False,中學學程,STP123,0,不分班,"教學媒體與運用
THE USE OF INSTRUCTIONAL MEDIA",2,期,False,50,1,14,36,張宇慧,社SS 3006,"['B', '9', '', '', '', '', '']","《講授類》
本課程為教育學程課程",[],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP132&Crsname=親職教育,新增,8/1,False,中學學程,STP132,0,不分班,"親職教育
PARENT EDUCATION",2,期,False,50,0,9,41,宋宥賢,社SS 2006,"['', '34', '', '', '', '', '']","《講授類》
本課程為教育學程課程",[],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP152&Crsname=公民教育,,,False,中學學程,STP152,0,不分班,"公民教育
CIVIC EDUCATION",2,期,False,50,0,8,42,林靜慧,社SS 2002-1,"['', '', '34', '', '', '', '']","《講授類》
本課程為教育學程課程",[],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP168&Crsname=學習心理學,新增,8/1,False,中學學程,STP168,0,不分班,"學習心理學
PSYCHOLOGY OF LEARNING",2,期,False,50,0,6,44,宋宥賢,社SS 2005,"['', '', '56', '', '', '', '']","《講授類》
本課程為教育學程課程",[],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP170&Crsname=心理學,,,False,中學學程,STP170,0,不分班,"心理學
INTRODUCTION TO PSYCHOLOGY",3,期,False,10,0,10,0,"邱文彬,鄭雯",社SS 2001,"['567', '', '', '', '', '', '']","《講授類》
本課程為教育學程課程",[],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP175&Crsname=教育議題專題,,,False,中學學程,STP175,0,不分班,"教育議題專題
SPECIAL TOPICS IN EDUCATION",2,期,False,50,0,6,44,王進焱,社SS 2005,"['', '', '', '', '12', '', '']","《講授類》
本課程為教育學程課程",[],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP182&Crsname=探究與實作,,,False,中學學程,STP182,0,不分班,"探究與實作
INQUIRY AND PRACTICE",2,期,False,50,0,8,42,楊淑晴,社SS 2002-1,"['', '', '', '', 'B5', '', '']","《講授類》
本課程為教育學程課程",['STREAM永續發展培力微學程'],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP260&Crsname=自然領域-化學科/化學專長教材教法,異動,確認教師8/4,False,中學學程,STP260,0,不分班,"自然領域-化學科/化學專長教材教法
SUBJECT MATTER AND PEDAGOGY FOR SCIENCE/CHEMISTRY",2,期,False,50,0,3,47,李偉廷,社SS 2002-2,"['', 'B5', '', '', '', '', '']","《講授類》
本課程為中等教育學程課程，需修畢(含當學期修習)教育基礎必選課程至少4學分、教育方法必選課程至少4學分，選修至少4學分，共計12學分，始得修習本課程",[],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP262&Crsname=自然領域-物理科/物理專長教材教法,,,False,中學學程,STP262,0,不分班,"自然領域-物理科/物理專長教材教法
SUBJECT MATTER AND PEDAGOGY FOR SCIENCE/PHYSICS",2,期,False,50,0,1,49,嚴祖強,社SS 2002-2,"['56', '', '', '', '', '', '']","《講授類》
本課程為中等教育學程課程，需修畢(含當學期修習)教育基礎必選課程至少4學分、教育方法必選課程至少4學分，選修至少4學分，共計12學分，始得修習本課程。",[],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP264&Crsname=自然領域-生物科/生物專長教材教法,異動,確認教師8/17,False,中學學程,STP264,0,不分班,"自然領域-生物科/生物專長教材教法
SUBJECT MATTER AND PEDAGOGY FOR SCIENCE/BIOLOGY",2,期,False,50,0,2,48,林吟珊,社SS 2002-2,"['89', '', '', '', '', '', '']","《講授類》
本課程為中等教育學程課程，需修畢(含當學期修習)教育基礎必選課程至少4學分、教育方法必選課程至少4學分，選修至少4學分，共計12學分，始得修習本課程。",[],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP266&Crsname=語文領域-國語文專長教材教法,,,False,中學學程,STP266,0,不分班,"語文領域-國語文專長教材教法
SUBJECT MATTER AND PEDAGOGY FOR CHINESE",2,期,False,50,0,5,45,陳威霖,社SS 2005,"['', '', '', '89', '', '', '']","《講授類》
本課程為中等教育學程課程，需修畢(含當學期修習)教育基礎必選課程至少4學分、教育方法必選課程至少4學分，選修至少4學分，共計12學分，始得修習本課程。",[],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=112&SEM=1&CrsDat=STP268&Crsname=語文領域-英語文專長教材教法,,,False,中學學程,STP268,0,不分班,"語文領域-英語文專長教材教法
SUBJECT MATTER AND PEDAGOGY FOR ENGLISH",2,期,False,50,0,8,42,莊雪華,社SS 2005,"['', '34', '', '', '', '', '']","《講授類》
本課程為中等教育學程課程，需修畢(含當學期修習)教育基礎必選課程至少4學分、教育方法必選課程至少4學分，選修至少4學分，共計12學分，始得修習本課程。",[],False
